business,avg_stars,Sentiment_Score_neg,Sentiment_Score_pos,Sentiment_Score_remark
Dairy Queen Grill & Chill,2.6666666666666665,0.058,0.124,Positive Sentiment
Tips & Toes,4.6,0.03,0.281,Positive Sentiment
CVS Pharmacy,3.0,0.048,0.105,Positive Sentiment
Beyond Sweet,4.333333333333333,0.065,0.308,Positive Sentiment
Starbucks,2.761904761904762,0.083,0.149,Positive Sentiment
One Lucky Dog,4.85,0.047,0.268,Positive Sentiment
Newtown Square Veterinary Hospital,5.0,0.025,0.28,Positive Sentiment
Empress Garden,4.15,0.045,0.235,Positive Sentiment
Green Basil Thai Kitchen,3.8484848484848486,0.055,0.251,Positive Sentiment
Red Lion Surgicenter,4.0,0.0,0.121,Positive Sentiment
Summit Auto Glass,4.8,0.023,0.169,Positive Sentiment
New Lee's Chinese Restaurant,2.333333333333333,0.128,0.103,Negative Sentiment
Kennedy Health System,4.571428571428571,0.085,0.204,Positive Sentiment
Carrabba's Italian Grill,2.526315789473684,0.066,0.155,Positive Sentiment
Pearl of East,3.375,0.081,0.214,Positive Sentiment
River City Games,4.0,0.033,0.137,Positive Sentiment
Super Fresh,2.0,0.07,0.166,Positive Sentiment
T-Mobile,2.0,0.097,0.116,Positive Sentiment
Planet of the Vapes,4.0,0.02,0.256,Positive Sentiment
Stardust Terrace Cafe,3.0,0.072,0.091,Positive Sentiment
Raz'z Restaurant,3.68,0.052,0.196,Positive Sentiment
Dutch Bros Coffee,4.0,0.063,0.212,Positive Sentiment
Splash Car Wash & Lube,4.384615384615385,0.075,0.213,Positive Sentiment
Lamp Lighter,5.0,0.0,0.344,Positive Sentiment
Escape Challenge St. Louis,4.5,0.044,0.251,Positive Sentiment
Mack's Chicken,3.8,0.085,0.197,Positive Sentiment
SoundSational Audio & Video,2.1666666666666665,0.091,0.095,Positive Sentiment
"Allergy, Asthma & Immunology Center",5.0,0.0,0.466,Positive Sentiment
St Louis Nail,3.0,0.087,0.159,Positive Sentiment
Clearwater Jazz Holiday,3.6666666666666665,0.018,0.126,Positive Sentiment
Season's Fresh,4.1454545454545455,0.048,0.252,Positive Sentiment
Green Envy,4.0,0.052,0.066,Positive Sentiment
Pazeto Maids Cleaning Service,5.0,0.0,0.238,Positive Sentiment
Jefferson Health - Navy Yard,4.666666666666667,0.045,0.207,Positive Sentiment
Docucare Copy Service,3.333333333333333,0.082,0.08,Negative Sentiment
Timpano Hyde Park,3.633333333333333,0.054,0.232,Positive Sentiment
Tony Luke's,2.6538461538461537,0.072,0.18,Positive Sentiment
"Homer Sedighi, DMD",5.0,0.091,0.202,Positive Sentiment
The Harney House Inn,4.5,0.034,0.177,Positive Sentiment
Lux Nails,4.357142857142857,0.042,0.273,Positive Sentiment
Kobe Japanese Steakhouse - Tampa,3.207317073170732,0.059,0.175,Positive Sentiment
Italian Village Pizza & Beer,3.090909090909091,0.076,0.135,Positive Sentiment
The Duke Barber,4.32258064516129,0.047,0.312,Positive Sentiment
Paradocx Vineyard,3.0,0.043,0.235,Positive Sentiment
In & Out Pizza,1.9230769230769231,0.08,0.109,Positive Sentiment
Circle K,4.5,0.0,0.247,Positive Sentiment
Cafe Vienna,4.043478260869565,0.043,0.222,Positive Sentiment
Simply Perfection Cakes,5.0,0.017,0.318,Positive Sentiment
Pet Supermarket,3.2,0.054,0.187,Positive Sentiment
Dave's Professional Tree Services,5.0,0.0,0.119,Positive Sentiment
OneCupJoe,4.7,0.021,0.254,Positive Sentiment
Mexican Grill Stand,5.0,0.024,0.166,Positive Sentiment
Ekta Indian Cuisine,4.030927835051546,0.037,0.25,Positive Sentiment
Yarrow Acres,4.333333333333333,0.043,0.229,Positive Sentiment
"Jay Freedman, DDS & Associates",5.0,0.07,0.05,Negative Sentiment
Best-One of Indy,5.0,0.024,0.211,Positive Sentiment
Audubon Aquarium of the Americas - Food Court,2.0,0.088,0.085,Negative Sentiment
Brewer's Haven,4.5,0.045,0.22,Positive Sentiment
Carneys Auto Center,5.0,0.011,0.16,Positive Sentiment
Dental Bliss Franklin,3.6666666666666665,0.046,0.213,Positive Sentiment
Sarappos Pizza,2.333333333333333,0.155,0.07,Negative Sentiment
KidsPark,5.0,0.04,0.254,Positive Sentiment
Maryanne Pastry Shoppe,3.4,0.037,0.196,Positive Sentiment
Kanella,4.263020833333333,0.035,0.238,Positive Sentiment
Laser Chase,5.0,0.052,0.191,Positive Sentiment
Quiznos,2.1666666666666665,0.094,0.091,Negative Sentiment
Sabor del Caribe,4.833333333333333,0.051,0.198,Positive Sentiment
USF St. Petersburg Bookstore,3.333333333333333,0.019,0.126,Positive Sentiment
Tony the Tailor,4.571428571428571,0.019,0.234,Positive Sentiment
Stucco Safe,5.0,0.0,0.244,Positive Sentiment
LA Fitness,3.7,0.058,0.233,Positive Sentiment
Sno Shak,4.55,0.044,0.24,Positive Sentiment
The Good Pie,4.055555555555555,0.044,0.23,Positive Sentiment
Golden River Restaurant,5.0,0.0,0.194,Positive Sentiment
Vintage Vogue by GW,3.0526315789473686,0.039,0.19,Positive Sentiment
Walking Company,4.0,0.036,0.245,Positive Sentiment
The Fantasy Shop,5.0,0.039,0.297,Positive Sentiment
Banko Overhead Doors,4.882352941176471,0.045,0.151,Positive Sentiment
Sound Exchange,4.5,0.039,0.206,Positive Sentiment
PetSmart,3.484848484848485,0.064,0.149,Positive Sentiment
Audrey Harris Park,4.333333333333333,0.037,0.156,Positive Sentiment
BurgerIM - Mt. Juliet,3.7083333333333335,0.034,0.231,Positive Sentiment
Orange Leaf,3.2857142857142856,0.044,0.206,Positive Sentiment
Parada Maimon,4.366666666666666,0.048,0.254,Positive Sentiment
101 Taiwanese Cuisine,4.103658536585366,0.059,0.219,Positive Sentiment
Popeyes Louisiana Kitchen,2.4347826086956523,0.087,0.087,Neutral Sentiment
David Anthony's,4.5,0.065,0.215,Positive Sentiment
Palm Pavilion Inn,4.285714285714286,0.016,0.265,Positive Sentiment
Robert Riebe's Shoe Repair,5.0,0.042,0.208,Positive Sentiment
Publix,3.25,0.064,0.19,Positive Sentiment
Lovebird Boutique & Jewelry Bar,4.375,0.026,0.347,Positive Sentiment
Asian Harbor,3.593220338983051,0.051,0.219,Positive Sentiment
City Way Animal Clinics - Fountain Square,5.0,0.0,0.295,Positive Sentiment
Babe New Orleans,4.75,0.0,0.264,Positive Sentiment
Pier 1,3.0,0.042,0.105,Positive Sentiment
Avenue Wines & Spirits,5.0,0.032,0.276,Positive Sentiment
Wawa,3.5,0.031,0.181,Positive Sentiment
Portsche's Jewelry Boutique,5.0,0.036,0.231,Positive Sentiment
Taqueria y Carniceria Mi Mexico,1.6666666666666667,0.114,0.092,Negative Sentiment
Nacho Mama's Mexican Grill,3.0,0.116,0.144,Positive Sentiment
North Valleys Church of the Nazarene,5.0,0.025,0.284,Positive Sentiment
Educational Outfitters,2.75,0.13,0.147,Positive Sentiment
Casa Honduras,2.75,0.098,0.253,Positive Sentiment
Belitsky Marc DC,5.0,0.012,0.192,Positive Sentiment
Smart Motors,2.0,0.078,0.054,Negative Sentiment
Green Iguana Bar & Grill,3.0625,0.049,0.179,Positive Sentiment
Free Tours By Foot,4.878048780487805,0.028,0.263,Positive Sentiment
Future Fitness,2.055555555555556,0.102,0.15,Positive Sentiment
Meridian Chiropractic Clinic,5.0,0.042,0.214,Positive Sentiment
China Lights,4.666666666666667,0.022,0.269,Positive Sentiment
A Lasting Touch Salon,4.428571428571429,0.046,0.237,Positive Sentiment
Applegate Wood Floors,5.0,0.0,0.169,Positive Sentiment
Sunrise Food Market,4.0,0.02,0.225,Positive Sentiment
Aldo's Ristorante Italiano,4.166666666666667,0.01,0.266,Positive Sentiment
The Blarney Stone,3.56,0.056,0.207,Positive Sentiment
The UPS Store,3.571428571428572,0.065,0.232,Positive Sentiment
Aloha Japanese Steakhouse,2.0,0.081,0.172,Positive Sentiment
Wendy Warner- Medicine In Balance,1.0,0.068,0.0,Negative Sentiment
Orkin,1.0,0.059,0.119,Positive Sentiment
European Tailor,4.9,0.041,0.221,Positive Sentiment
Tilted Kilt Pub and Eatery,2.333333333333333,0.058,0.201,Positive Sentiment
Krystal,2.5,0.155,0.111,Negative Sentiment
Denny's,4.0,0.0,0.265,Positive Sentiment
Noodles & Company,4.0625,0.033,0.253,Positive Sentiment
Beach Motor & Tires,4.5,0.083,0.178,Positive Sentiment
Produce Junction,3.583333333333333,0.085,0.151,Positive Sentiment
The Village Diner,3.255813953488372,0.073,0.164,Positive Sentiment
Cold Stone Creamery,3.8181818181818175,0.016,0.23,Positive Sentiment
King Of Prussia Family Medicine,5.0,0.0,0.221,Positive Sentiment
Zen Reflexology & Massage Spa,1.0,0.135,0.07,Negative Sentiment
Eeffoc Cafe,3.5,0.048,0.269,Positive Sentiment
Mayfield Florist,4.551724137931035,0.033,0.235,Positive Sentiment
Taqueria Azteca,4.545454545454546,0.065,0.208,Positive Sentiment
The WorkHorse,1.5,0.066,0.093,Positive Sentiment
Croydon Mattress Factory,5.0,0.0,0.158,Positive Sentiment
McDonald's,2.5,0.053,0.158,Positive Sentiment
Tucson Business Club,5.0,0.0,0.245,Positive Sentiment
La Copa Sports,3.25,0.053,0.202,Positive Sentiment
Ebb Tide Motel,2.25,0.099,0.078,Negative Sentiment
Papa John's Pizza,4.0,0.022,0.246,Positive Sentiment
Heart & Grit Power Yoga,4.6,0.058,0.276,Positive Sentiment
Good Times Saloon,2.75,0.061,0.168,Positive Sentiment
ARS  Rescue Rooter Tampa Bay,3.75,0.068,0.133,Positive Sentiment
Stuttgart Autohaus,5.0,0.042,0.135,Positive Sentiment
Florist Fire,5.0,0.041,0.235,Positive Sentiment
Nails & Beauty Lounge,3.5,0.076,0.176,Positive Sentiment
Washington Crossing State Park,4.25,0.053,0.146,Positive Sentiment
Martini's Bar & Grill,4.0,0.051,0.202,Positive Sentiment
Zydeco's,3.392405063291139,0.061,0.177,Positive Sentiment
Goofballs Family Fun Center,2.0,0.129,0.132,Positive Sentiment
Daba Nails & Waxing,4.5,0.035,0.229,Positive Sentiment
Merwin's Game Shoppe,1.0,0.063,0.089,Positive Sentiment
Dorignac's Food Center,4.307692307692308,0.051,0.224,Positive Sentiment
Perma Ceram Bathtub Resurfacers,3.6666666666666665,0.021,0.127,Positive Sentiment
Ko's Pizza & Cafe,4.666666666666667,0.04,0.273,Positive Sentiment
Hughes Gas And Car Wash,2.0,0.201,0.044,Negative Sentiment
Howl At the Moon Philadelphia,3.279279279279279,0.056,0.24,Positive Sentiment
Cherry Hill Beauty Supply & Salon,4.5,0.031,0.238,Positive Sentiment
The Latin Bistro,4.222222222222222,0.049,0.242,Positive Sentiment
Fairmount Water Works,4.166666666666667,0.015,0.255,Positive Sentiment
Moe's Southwest Grill,1.7,0.106,0.116,Positive Sentiment
Scott Dentistry,5.0,0.023,0.058,Positive Sentiment
Cannoli Queen,4.529411764705882,0.041,0.241,Positive Sentiment
NOLA Automotive Repairs,4.666666666666667,0.016,0.2,Positive Sentiment
Smith Bros Car Wash,4.2,0.059,0.212,Positive Sentiment
Pizza Hut,1.5,0.085,0.08,Negative Sentiment
YOUnion @ Reno,1.5714285714285714,0.146,0.113,Negative Sentiment
21 M Salon,5.0,0.047,0.229,Positive Sentiment
Rodeway Inn Center City,2.6666666666666665,0.085,0.162,Positive Sentiment
Escot Bus Lines,5.0,0.0,0.433,Positive Sentiment
Dairy Queen,2.142857142857143,0.087,0.105,Positive Sentiment
Meyers Automotive,5.0,0.019,0.194,Positive Sentiment
Shephard's Beach Resort,3.0779220779220777,0.069,0.196,Positive Sentiment
SharpShooter Indoor Shooting Range,4.818181818181818,0.045,0.232,Positive Sentiment
Diana Michaels Jewelers,4.333333333333333,0.039,0.28,Positive Sentiment
Bliss Nails,4.5625,0.048,0.27,Positive Sentiment
Dragon House,3.0,0.0,0.161,Positive Sentiment
Harbor Market & Deli,4.0,0.026,0.096,Positive Sentiment
Korling Construction,5.0,0.024,0.14,Positive Sentiment
Rickenbacker's,4.0,0.032,0.212,Positive Sentiment
Battle Born Tactics,1.8,0.158,0.068,Negative Sentiment
Papa John's Pizza,1.6666666666666667,0.114,0.039,Negative Sentiment
Second Cup,4.0,0.017,0.177,Positive Sentiment
Sally Beauty Supply,4.166666666666667,0.06,0.163,Positive Sentiment
Baltic Bakery,5.0,0.03,0.221,Positive Sentiment
George Thomas Florist,4.190476190476191,0.036,0.267,Positive Sentiment
Jesto Transmissions of Florida,4.0,0.023,0.114,Positive Sentiment
Market on Ninth,4.8,0.033,0.316,Positive Sentiment
Alaska Airlines,3.125,0.112,0.162,Positive Sentiment
Moniques Body Art,4.166666666666667,0.068,0.257,Positive Sentiment
The Home Depot,4.428571428571429,0.051,0.16,Positive Sentiment
Omaha Steakhouse,2.923076923076923,0.079,0.191,Positive Sentiment
Golden Nails & Spa,3.75,0.048,0.177,Positive Sentiment
Normand's Bistro,3.136363636363636,0.05,0.201,Positive Sentiment
Madison Oaks by Alliance,4.666666666666667,0.023,0.212,Positive Sentiment
From The Heart Mobile Vet,4.066666666666666,0.096,0.15,Positive Sentiment
Ang Thai Massage NVMT 7084,5.0,0.055,0.156,Positive Sentiment
Salon Renova,4.125,0.025,0.292,Positive Sentiment
Bill Mullen Electric,5.0,0.0,0.201,Positive Sentiment
Stargate Diner,3.4242424242424243,0.073,0.228,Positive Sentiment
Laundry 21 & Dry Cleaners,2.0,0.105,0.093,Negative Sentiment
Ichicoro Ane,3.676056338028169,0.054,0.218,Positive Sentiment
Sweets N' Stuff Sushi Bar,4.0,0.039,0.212,Positive Sentiment
McDonald's,1.1666666666666667,0.096,0.057,Negative Sentiment
Fur Bee,5.0,0.023,0.219,Positive Sentiment
Food Drunk Food Truck,4.307692307692308,0.049,0.194,Positive Sentiment
Sierra Tahoe Wellness Center,2.75,0.069,0.145,Positive Sentiment
Watson Electric Service,5.0,0.013,0.215,Positive Sentiment
Adventure Coast Fun Park,5.0,0.0,0.352,Positive Sentiment
Ray Skillman Northeast Buick GMC,5.0,0.0,0.223,Positive Sentiment
D-Town Bar & Grill,2.7142857142857144,0.075,0.133,Positive Sentiment
Butler Toyota Service,3.5,0.06,0.157,Positive Sentiment
Saloon 151,2.911764705882353,0.071,0.196,Positive Sentiment
Luring Lashes,4.0,0.0,0.395,Positive Sentiment
Party City,3.4285714285714284,0.024,0.192,Positive Sentiment
Burger King,2.0,0.129,0.083,Negative Sentiment
T & T Seafood,4.714285714285714,0.013,0.223,Positive Sentiment
BJ's Wholesale Club,4.4,0.049,0.139,Positive Sentiment
Edible Arrangements,4.75,0.029,0.241,Positive Sentiment
Etavele Day Spa,4.733333333333333,0.057,0.236,Positive Sentiment
Marrakesh Express,4.428571428571429,0.035,0.267,Positive Sentiment
Station 52 Sports Bar & Pizzeria,3.0,0.061,0.2,Positive Sentiment
Iceland,4.5625,0.02,0.225,Positive Sentiment
The Barbary,3.8925619834710745,0.064,0.21,Positive Sentiment
Bellevue State Park,4.166666666666667,0.073,0.164,Positive Sentiment
USPS,5.0,0.053,0.249,Positive Sentiment
Ted Drewes,4.527093596059113,0.044,0.22,Positive Sentiment
St Vincent Immediate Care,3.0,0.074,0.19,Positive Sentiment
McDonald's,2.8,0.091,0.132,Positive Sentiment
Seven Points Recreation Area,4.5,0.0,0.278,Positive Sentiment
"Rook Thomas, DC",4.5,0.012,0.219,Positive Sentiment
IceMax,4.081081081081081,0.042,0.221,Positive Sentiment
Occidental Taphouse Grill,3.4,0.045,0.173,Positive Sentiment
South Cleaner & Tailor,3.6666666666666665,0.057,0.092,Positive Sentiment
Country Sweets Bakery Shoppe,4.25,0.057,0.199,Positive Sentiment
Wendy's,3.0,0.023,0.147,Positive Sentiment
Iron Horse Auto Body,5.0,0.058,0.191,Positive Sentiment
Central Park,2.6875,0.074,0.2,Positive Sentiment
Fiesta Maya Mexican Grill,4.35,0.033,0.283,Positive Sentiment
Ruby Tuesday,2.466666666666667,0.074,0.159,Positive Sentiment
Fountain Tire,1.0,0.109,0.115,Positive Sentiment
TN Department of Motor Vehicles,2.0,0.108,0.17,Positive Sentiment
Mizu Asian Bistro,4.8,0.057,0.25,Positive Sentiment
Singapore Restaurant & Sushi Bar,3.982142857142857,0.049,0.226,Positive Sentiment
Donut Drive-In,4.45,0.042,0.237,Positive Sentiment
west elm,5.0,0.0,0.214,Positive Sentiment
Dunkin',1.5294117647058822,0.126,0.095,Negative Sentiment
Styles Brandywine Barber Shop,2.875,0.088,0.189,Positive Sentiment
The Children's Hospital At TriStar Centennial,5.0,0.017,0.291,Positive Sentiment
Mrs Marty's Deli,2.7666666666666666,0.06,0.192,Positive Sentiment
Black Lab Breads,4.666666666666667,0.058,0.199,Positive Sentiment
Winn-Dixie,4.25,0.0,0.317,Positive Sentiment
Bangkokville Thai Cuisine,4.650943396226415,0.05,0.283,Positive Sentiment
360 Dermatology,5.0,0.03,0.201,Positive Sentiment
5 de Mayo Bakery,4.166666666666667,0.022,0.2,Positive Sentiment
Megacuts,1.0,0.103,0.085,Negative Sentiment
Famous Footwear,2.5,0.07,0.094,Positive Sentiment
Las Palmas,2.56,0.095,0.184,Positive Sentiment
Bevmo,4.125,0.025,0.198,Positive Sentiment
Amici Hair Studio,4.666666666666667,0.081,0.25,Positive Sentiment
Magnuson Hotel,1.0,0.034,0.169,Positive Sentiment
Tia Transport & Towing,3.75,0.103,0.085,Negative Sentiment
Franklin Flea,3.090909090909091,0.051,0.211,Positive Sentiment
Clearwater Travel Resort,4.0,0.0,0.424,Positive Sentiment
Ray Brandt Mazda,2.333333333333333,0.101,0.118,Positive Sentiment
Shelby Street Animal Clinic,4.25,0.105,0.183,Positive Sentiment
Cozzi Jewelers,4.888888888888889,0.038,0.248,Positive Sentiment
May Funeral Home,3.0,0.136,0.06,Negative Sentiment
Madara's Seafood,4.714285714285714,0.034,0.229,Positive Sentiment
Checkers Pizza,2.0,0.139,0.136,Negative Sentiment
Bridgeport Rib House,3.8333333333333335,0.038,0.23,Positive Sentiment
Costco Car Wash,5.0,0.0,0.269,Positive Sentiment
Jefferson's,3.7954545454545454,0.055,0.249,Positive Sentiment
Back To the Garden,4.0,0.037,0.215,Positive Sentiment
The Monster Minders,5.0,0.041,0.24,Positive Sentiment
The Melting Pot,3.642857142857143,0.036,0.207,Positive Sentiment
Stokehold Restaurant,5.0,0.019,0.291,Positive Sentiment
Broussard's,3.4761904761904763,0.052,0.195,Positive Sentiment
Taco Bell,3.333333333333333,0.087,0.13,Positive Sentiment
Fairfield Inn & Suites by Marriott Indianapolis Fishers,5.0,0.015,0.171,Positive Sentiment
Moo Moo Milk Bar,4.0,0.008,0.198,Positive Sentiment
In and Out Express Carwash,5.0,0.0,0.227,Positive Sentiment
Mumbai Bistro,3.793103448275862,0.085,0.173,Positive Sentiment
Uhler's Seedsmen,4.0,0.0,0.069,Positive Sentiment
Banfield Pet Hospital,2.5,0.018,0.117,Positive Sentiment
Marty's Salon,5.0,0.067,0.132,Positive Sentiment
Sonic,3.2,0.089,0.208,Positive Sentiment
New Orleans Hamburger & Seafood Co.,3.74468085106383,0.08,0.209,Positive Sentiment
Domino's Pizza,4.0,0.0,0.204,Positive Sentiment
Koban Beverages,4.666666666666667,0.009,0.127,Positive Sentiment
Crime & Punishment Brewing,4.511904761904762,0.086,0.244,Positive Sentiment
Gianna's Grille,3.3859649122807016,0.096,0.17,Positive Sentiment
Big Bend Barber Shop,4.85,0.052,0.247,Positive Sentiment
Geaux Smiles,4.666666666666667,0.037,0.227,Positive Sentiment
1911 Smoke House Barbeque,4.102564102564102,0.043,0.261,Positive Sentiment
Baguette Deli,3.827586206896552,0.054,0.214,Positive Sentiment
The Inn at Bowman's Hill,5.0,0.021,0.263,Positive Sentiment
Pima Pet Clinic,3.2142857142857144,0.064,0.144,Positive Sentiment
LOFT Outlet,3.0,0.051,0.087,Positive Sentiment
H&M,3.1666666666666665,0.073,0.161,Positive Sentiment
Sonic Drive-In,2.0,0.063,0.185,Positive Sentiment
Tanner Gallery & Studio,5.0,0.043,0.265,Positive Sentiment
Barnes & Noble Booksellers,4.333333333333333,0.027,0.173,Positive Sentiment
Kim Chiropractic & Rehab Center,5.0,0.059,0.277,Positive Sentiment
Cheesy Rider,3.2,0.051,0.144,Positive Sentiment
Spring Hill Natural Foods,2.5,0.052,0.14,Positive Sentiment
Non Stop Pizza & Grille,3.375,0.058,0.246,Positive Sentiment
Jene's Tropicals,4.666666666666667,0.035,0.132,Positive Sentiment
Anytime Fitness,2.6666666666666665,0.048,0.147,Positive Sentiment
Kary's Beauty Salon,4.3,0.076,0.136,Positive Sentiment
DAVIDsTEA,4.8,0.048,0.233,Positive Sentiment
Super China Chinese Restaurant,4.166666666666667,0.048,0.235,Positive Sentiment
Mise En Place Bistro,3.6666666666666665,0.032,0.254,Positive Sentiment
Famous Dave's,3.583333333333333,0.051,0.219,Positive Sentiment
Xfinity Store by Comcast,3.0,0.094,0.111,Positive Sentiment
Domino's Pizza,3.0,0.036,0.144,Positive Sentiment
Gators Cafe & Saloon,2.863013698630137,0.081,0.193,Positive Sentiment
"Lambeth Lyndon L, DDS",3.0,0.085,0.211,Positive Sentiment
Budget Mobile Locksmith,5.0,0.055,0.193,Positive Sentiment
California Drawstrings,3.4444444444444446,0.061,0.208,Positive Sentiment
Fairfield Inn & Suites Tampa FairgroundsCasino,3.2142857142857144,0.083,0.153,Positive Sentiment
Viva Clayworks,4.6,0.041,0.164,Positive Sentiment
Jiffy Lube,3.75,0.025,0.126,Positive Sentiment
The Lodge,3.6666666666666665,0.097,0.217,Positive Sentiment
Clear View Glass And Tint,4.928571428571429,0.023,0.196,Positive Sentiment
Wine on the River,3.071428571428572,0.072,0.18,Positive Sentiment
Scotty's Fresh Produce Market,4.5,0.0,0.253,Positive Sentiment
Barrio Sandwiches,5.0,0.0,0.257,Positive Sentiment
The Mona Lisa Lounge,4.466666666666667,0.042,0.285,Positive Sentiment
Crossroads Family Dentistry,3.0,0.0,0.089,Positive Sentiment
Tim's Autocare,3.6666666666666665,0.057,0.106,Positive Sentiment
230 Barber Salon,4.541666666666667,0.046,0.216,Positive Sentiment
Corner Music,4.529411764705882,0.031,0.223,Positive Sentiment
